Player,Team,Position,DRS,INF GB Runs,GB Chances,DP Runs (Start),DP Runs (Pivot),IFFB Runs,Bunt Runs,OF Flyball Runs,FB Chances,OF Arm Runs,Framing Runs Saved,Pitches Framed,Blocking Runs,Stolen Base Runs,Pickoff Runs,Throwing Runs,Hometown,Age,Height,Weight,Class,Jersey,newestTeamName,newestTeamAbbrevName,newestTeamLocation,newestTeamLevel
Chase Fralick,Auburn|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/auburn.svg,C,11.39,0.51,6,-0.01,0.00,-,0.41,-,0,-,6.81,1109,3.60,0.23,-0.17,0.06,"Peachtree City, GA, US",20,"6' 2""",226,SO,3,Auburn University,AUB,Auburn,BBC
Alex Dupuy,UAB|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uab.svg,3B,11.37,10.71,135,0.53,0.00,0.11,0.03,-,0,-,-,,-,-,-,-,"Natchitoches, LA, US",0,"5' 10""",180,JR,17,UAB,UAB,UAB,BBC
Jason Torres,Alabama|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/alabama.svg,3B,11.37,10.44,120,0.74,-,0.05,0.15,-,0,-,-,,-,-,-,-,"Hialeah, FL, US",22,"6' 1""",230,SR,32,University of Alabama,ALA,Alabama,BBC
Manny Marin,Tennessee|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tennessee.svg,SS,11.36,10.20,144,0.22,0.81,0.13,-,-,0,-,-,,-,-,-,-,"Hialeah, FL, US",21,"6' 1""",181,SO,4,University of Tennessee,TENN,Tennessee,BBC
TJ Rogers,San Francisco|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-francisco.svg,SS,11.36,9.45,179,1.23,0.51,0.17,-,-,0,-,-,,-,-,-,-,"Sparks, NV, US",24,"6' 2""",180,GRAD,12,University of San Francisco,SF,San Francisco,BBC
Connor Cuff,Southeastern Louisiana|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southeastern-la.svg,SS,11.33,9.14,156,0.78,1.34,0.07,-,-,0,-,-,,-,-,-,-,"Carthage, TX, US",21,"6' 4""",215,JR,1,Southeastern Louisiana University,SELA,Southeastern Louisiana,BBC
Cristino Tufano,George Washington|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/george-washington.svg,3B,11.32,8.58,57,0.15,-,0.02,2.57,-,0,-,-,,-,-,-,-,"Babylon, NY, US",21,"5' 10""",185,JR,15,George Washington University,GW,George Washington,BBC
Ben Robichaux,Southeastern Louisiana|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southeastern-la.svg,2B,11.29,9.23,112,0.86,1.14,0.07,-,-,0,-,-,,-,-,-,-,"Plaquemine, LA, US",22,"5' 7""",170,SR,6,Southeastern Louisiana University,SELA,Southeastern Louisiana,BBC
Martell Davis,Oral Roberts|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oral-roberts.svg,2B,11.28,10.17,125,0.79,0.63,-0.30,-,-,0,-,-,,-,-,-,-,"Seminole, OK, US",0,"6' 2""",185,SR,7,Oral Roberts University,ORU,Oral Roberts,BBC
David Whittle,UC Riverside|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-riverside.svg,C,11.28,-0.29,2,0.00,-0.01,-,-0.89,-,0,-,4.84,581,4.73,0.27,2.64,2.91,"Moreno Valley, CA, US",22,"6' 0""",175,SR,24,UC Riverside,UCRV,UC Riverside,BBC
Drew Markle,Louisiana|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-lafayette.svg,3B,11.20,9.28,97,0.52,-0.03,-0.32,1.75,-,0,-,-,,-,-,-,-,"Katy, TX, US",22,"6' 4""",185,JR,9,University of Louisiana at Lafayette,ULL,Louisiana,BBC
Bradke Lohry,USF|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-fla.svg,2B,11.19,9.41,132,1.24,0.46,0.08,-,-,0,-,-,,-,-,-,-,"Trinity, FL, US",23,"5' 8""",173,SR,3,University of South Florida,USF,South Florida,BBC
Dee Kennedy,Kansas State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kansas-st.svg,SS,11.18,9.38,144,0.72,1.00,0.08,-,-,0,-,-,,-,-,-,-,"Fort Worth, TX, US",21,"5' 11""",180,JR,1,Kansas State University,KSU,Kansas State,BBC
Kareh Valentin,New Orleans|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-orleans.svg,SS,11.04,8.78,157,1.46,1.15,-0.35,-,-,0,-,-,,-,-,-,-,"Douglasville, GA, US",23,"5' 10""",170,SR,3,University of New Orleans,UNO,New Orleans,BBC
Joe Tiroly,Virginia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia.svg,2B,11.02,9.98,131,0.32,0.70,0.03,-,-,0,-,-,,-,-,-,-,"Yardley, PA, US",21,"6' 0""",200,JR,25,University of Virginia,UVA,Virginia,BBC
Jayder Raifstanger,St. John's|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-johns-ny.svg,3B,11.01,9.89,134,0.31,-,0.07,0.75,-,0,-,-,,-,-,-,-,"Great Barrington, MA, US",21,"6' 1""",200,JR,14,St. John's University (NY),SJU,St. John's,BBC
Ty Kaunas,Maryland|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maryland.svg,SS,11.00,9.26,137,1.21,0.45,0.08,-,-,0,-,-,,-,-,-,-,"Jefferson, MD, US",0,"5' 11""",180,FR,5,University of Maryland-College Park,MD,Maryland,BBC
Ty Head,NC State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-carolina-st.svg,CF,10.95,-,0,-,-,-,-,10.79,184,0.16,-,,-,-,-,-,"Winter Garden, FL, US",21,"6' 3""",205,SO,14,North Carolina State University,NCST,North Carolina State,BBC
Davis Hamilton,Minnesota|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/minnesota.svg,3B,10.88,8.96,101,1.35,-,0.11,0.47,-,0,-,-,,-,-,-,-,"Sun Prairie, WI, US",22,"6' 0""",200,SR,9,University of Minnesota,MINN,Minnesota,BBC
Zane Denton,Central Arkansas|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-ark.svg,C,10.85,-0.23,3,-,-0.01,-,0.37,-,0,-,2.49,733,6.95,0.59,0.68,1.27,"Berry Creek, CA, US",0,"5' 11""",200,JR,28,University of Central Arkansas,CARK,Central Arkansas,BBC
Frank Kelly,High Point|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/high-point.svg,2B,10.83,8.93,154,0.21,1.62,0.07,-,-,0,-,-,,-,-,-,-,"Lexington, SC, US",0,"5' 10""",184,JR,3,High Point University,HP,High Point,BBC
Jacob Galloway,Oregon State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oregon-st.svg,C,10.83,0.02,2,0.00,-,0.01,0.28,-,0,-,0.70,1198,8.29,0.58,0.94,1.52,"Camarillo, CA, US",23,"5' 9""",180,SR,13,Oregon State University,ORST,Oregon State,BBC
Jamie Daly,Davidson|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/davidson.svg,CF,10.76,-,0,-,-,-,-,10.34,107,0.42,-,,-,-,-,-,"Evans, GA, US",0,"5' 11""",185,SO,12,Davidson College,DAV,Davidson,BBC
Gable Mitchell,Iowa|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/iowa.svg,2B,10.74,9.03,111,0.52,1.12,0.07,-,-,0,-,-,,-,-,-,-,"Iowa City, IA, US",22,"5' 9""",172,SR,2,University of Iowa,IOWA,Iowa,BBC
Brooks Kettering,Southeast Missouri|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southeast-mo-st.svg,2B,10.71,9.23,104,0.62,0.81,0.04,-,-,0,-,-,,-,-,-,-,"Springfield, MO, US",0,"5' 11""",175,JR,33,Southeast Missouri State University,SEMO,Southeast Missouri State,BBC
Karsen Waslefsky,New Mexico|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-mexico.svg,SS,10.70,9.07,137,0.27,1.29,0.07,-,-,0,-,-,,-,-,-,-,"Gilbert, AZ, US",21,"6' 0""",190,SR,3,University of New Mexico,UNM,New Mexico,BBC
Marcos Rosales,UNLV|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/unlv.svg,2B,10.65,8.65,132,0.76,1.18,0.07,-,-,0,-,-,,-,-,-,-,"West Covina, CA, US",22,"5' 9""",185,JR,6,UNLV,UNLV,UNLV,BBC
Anthony Potestio,UC San Diego|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-san-diego.svg,SS,10.63,9.37,143,0.90,0.24,0.13,-,-,0,-,-,,-,-,-,-,"Brentwood, CA, US",21,"5' 11""",185,JR,2,UC San Diego,UCSD,UC San Diego,BBC
Tyler Bak,South Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-carolina.svg,CF,10.59,-,0,-,-,-,-,10.59,206,-,-,,-,-,-,-,"Sugar Hill, GA, US",21,"6' 0""",185,JR,17,University of South Carolina,SCAR,South Carolina,BBC
Cole Hansen,California Baptist|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/california-baptist.svg,C,10.57,-,0,-,-0.02,-,0.19,-,0,-,5.45,381,4.42,0.79,-0.26,0.53,"Norco, CA, US",0,"6' 1""",210,R-FR,4,California Baptist University,CBU,California Baptist,BBC
Trevor Lucas,UNC Wilmington|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/unc-wilmington.svg,3B,10.56,10.47,121,0.50,0.12,0.04,-0.56,-,0,-,-,,-,-,-,-,"Leland, NC, US",21,"6' 0""",190,JR,15,UNC Wilmington,UNCW,UNC Wilmington,BBC
Ryan Gerety,Northeastern|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northeastern.svg,CF,10.52,-,0,-,-,-,-,9.91,178,0.60,-,,-,-,-,-,"Franklin, MA, US",22,"5' 11""",195,JR,3,Northeastern University,NE,Northeastern,BBC
Jackson Lyda,Western Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-caro.svg,SS,10.52,9.19,108,0.94,0.36,0.02,-,-,0,-,-,,-,-,-,-,"Fletcher, NC, US",0,"6' 2""",180,SO,4,Western Carolina University,WCU,Western Carolina,BBC
Luke Matthews,Kent State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kent-st.svg,SS,10.45,8.19,145,1.03,1.09,0.14,-,-,0,-,-,,-,-,-,-,"Murrieta, CA, US",22,"5' 11""",180,SR,1,Kent State University,KENT,Kent State,BBC
Elijah McNeal,UC Davis|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-davis.svg,SS,10.41,7.80,154,2.01,0.91,-0.31,-,-,0,-,-,,-,-,-,-,"Dublin, CA, US",0,"6' 3""",207,FR,21,UC Davis,UCD,UC Davis,BBC
Landis Davila,Rice|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/rice.svg,CF,10.34,-,0,-,-,-,-,9.65,151,0.69,-,,-,-,-,-,"Farragut, TN, US",20,"6' 3""",200,SO,5,Rice University,RICE,Rice,BBC
Brody Capps,Southeastern Louisiana|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southeastern-la.svg,1B,10.33,9.67,73,0.22,0.15,0.20,0.09,-,0,-,-,,-,-,-,-,"Phenix City, AL, US",22,"6' 3""",215,SR,17,Southeastern Louisiana University,SELA,Southeastern Louisiana,BBC
Jordan Lodise,UCF|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ucf.svg,SS,10.30,9.36,141,0.49,0.34,0.10,-,-,0,-,-,,-,-,-,-,"Brunswick, GA, US",0,"6' 1""",185,FR,3,University of Central Florida,UCF,Central Florida,BBC
Easton Richter,Minnesota|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/minnesota.svg,CF,10.29,-,0,-,-,-,-,7.90,189,2.39,-,,-,-,-,-,"Rosemount, MN, US",22,"6' 2""",205,SR,2,University of Minnesota,MINN,Minnesota,BBC
Charlie Niehaus,Cincinnati|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cincinnati.svg,SS,10.27,8.87,124,0.67,0.63,0.09,-,-,0,-,-,,-,-,-,-,"West Chester, OH, US",21,"5' 10""",178,R-SO,19,University of Cincinnati,CIN,Cincinnati,BBC
Cade Kurland,Florida|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida.svg,2B,10.27,8.90,108,0.35,0.96,0.07,-,-,0,-,-,,-,-,-,-,"Tampa, FL, US",22,"5' 11""",190,R-JR,4,University of Florida,FLA,Florida,BBC
Troy Carpenter,Maine|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maine.svg,3B,10.25,10.64,107,0.37,-0.02,-,-0.74,-,0,-,-,,-,-,-,-,"Kathleen, GA, US",0,"6' 4""",210,FR,31,University of Maine,ME,Maine,BBC
Dylan Schaefer,Queens (NC)|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/queens-nc.svg,SS,10.24,9.36,162,0.82,0.33,-0.27,-,-,0,-,-,,-,-,-,-,"Fort Mill, SC, US",22,"6' 0""",175,JR,15,Queens University of Charlotte,QUC,Queens University of Charlotte,BBC
Antonelli Savattere,Houston|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/houston.svg,2B,10.23,9.13,120,0.38,0.64,0.08,-,-,0,-,-,,-,-,-,-,"Rowlett, TX, US",22,"5' 8""",165,SR,21,University of Houston,HOU,Houston,BBC
Ethan Mendoza,Texas|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas.svg,2B,10.21,8.98,95,0.06,1.15,0.02,-,-,0,-,-,,-,-,-,-,"Bedford, TX, US",21,"5' 10""",185,JR,5,University of Texas,TEX,Texas,BBC
Mack Mitchell,SIUE|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/siu-edwardsville.svg,2B,10.21,9.08,116,0.34,0.76,0.03,-,-,0,-,-,,-,-,-,-,"Toronto, Ontario, CAN",0,"6' 0""",185,GRAD,7,Southern Illinois Univ.-Edwardsville,SIUE,SIU Edwardsville,BBC
Breydon Divine,Alabama State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/alabama-st.svg,SS,10.18,9.05,165,0.98,0.44,-0.29,-,-,0,-,-,,-,-,-,-,"Douglasville, GA, US",0,"5' 11""",170,JR,2,Alabama State University,ALST,Alabama State,BBC
Noah Quarless,Western Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-caro.svg,C,10.17,0.19,2,-,0.10,-,1.13,-,0,-,5.24,844,2.91,0.60,0.00,0.60,"Winston-Salem, NC, US",21,"6' 1""",205,R-SO,15,Western Carolina University,WCU,Western Carolina,BBC
Raymond Velazquez,Austin Peay|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/austin-peay.svg,3B,10.11,10.08,112,0.59,-0.06,0.08,-0.58,-,0,-,-,,-,-,-,-,"Lowell, MA, US",23,"6' 1""",212,R-JR,7,Austin Peay State University,PEAY,Austin Peay,BBC
Cole Cleveland,Florida International|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fiu.svg,CF,10.10,-,0,-,-,-,-,8.31,193,1.79,-,,-,-,-,-,"Delray Beach, FL, US",21,"6' 2""",176,SO,9,Florida International University,FIU,Florida International,BBC
Nolan Souza,Arkansas|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/arkansas.svg,2B,10.05,8.26,124,0.38,1.37,0.06,-,-,0,-,-,,-,-,-,-,"Honolulu, HI, US",21,"6' 3""",215,JR,3,University of Arkansas,ARK,Arkansas,BBC
Colby Lunsford,Louisiana Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/louisiana-tech.svg,3B,10.03,9.44,121,0.69,-,0.07,-0.17,-,0,-,-,,-,-,-,-,"Grass Valley, CA, US",0,"5' 11""",194,GRAD,16,Louisiana Tech University,LT,Louisiana Tech,BBC
Colby Wallace,East Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-carolina.svg,3B,10.02,9.06,120,0.30,-,0.09,0.57,-,0,-,-,,-,-,-,-,"Biscoe, NC, US",21,"6' 3""",210,JR,10,East Carolina University,ECU,East Carolina,BBC
Vahn Lackey,Georgia Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-tech.svg,C,10.01,0.11,2,-,-0.02,-,0.23,-,0,-,3.17,955,4.95,-0.24,1.81,1.57,"Suwanee, GA, US",20,"6' 2""",200,JR,25,Georgia Tech,GT,Georgia Tech,BBC
Henry Kaczmar,Ohio State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-st.svg,SS,10.01,8.36,140,0.49,1.07,0.09,-,-,0,-,-,,-,-,-,-,"Bath, OH, US",23,"5' 10""",185,SR,2,The Ohio State University,OSU,Ohio State,BBC
Duncan Mathews,South Alabama|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-ala.svg,C,10.00,0.00,6,-0.04,-,0.01,-0.19,-,0,-,4.07,1156,5.73,0.11,0.31,0.42,"Flowood, MS, US",21,"5' 9""",185,JR,22,University of South Alabama,USA,South Alabama,BBC
Thomas Zwirecki,Canisius|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/canisius.svg,C,9.97,-,0,0.00,-0.01,-,-,-,0,-,5.99,589,2.59,0.59,0.81,1.40,"East Amherst, NY, US",0,"6' 2""",195,R-JR,33,Canisius College,CAN,Canisius,BBC
Colby Turner,Michigan|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/michigan.svg,2B,9.96,8.98,123,0.66,0.25,0.08,-,-,0,-,-,,-,-,-,-,"Huntington Beach, CA, US",21,"6' 0""",205,JR,14,University of Michigan,MICH,Michigan,BBC
Collin Anderson,Duke|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/duke.svg,2B,9.95,7.70,121,0.66,1.57,0.01,-,-,0,-,-,,-,-,-,-,"Rockville Centre, NY, US",0,"5' 10""",170,FR,32,Duke University,DUKE,Duke,BBC
Clayton Namken,Texas State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-st.svg,C,9.94,0.12,2,-,-,-,1.24,-,0,-,2.40,1103,5.57,-0.06,0.67,0.61,"New Braunfels, TX, US",0,"6' 2""",214,FR,32,Texas State University,TXST,Texas State,BBC
Rob Rispoli,Connecticut|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uconn.svg,SS,9.94,7.94,142,1.33,0.57,0.09,-,-,0,-,-,,-,-,-,-,,,,,,3,University of Connecticut,CONN,Connecticut,BBC
Travis Sanders,Baylor|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/baylor.svg,SS,9.91,7.18,137,1.58,1.03,0.11,-,-,0,-,-,,-,-,-,-,"Copperas Cove, TX, US",22,"6' 1""",186,R-JR,6,Baylor University,BAY,Baylor,BBC
Patrick Engskov,Arkansas State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/arkansas-st.svg,SS,9.86,8.69,160,0.57,0.91,-0.30,-,-,0,-,-,,-,-,-,-,"Little Rock, AR, US",22,"6' 0""",185,SR,12,Arkansas State University,ARST,Arkansas State,BBC
Ryder Robinson,BYU|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/byu.svg,SS,9.85,7.92,136,1.23,0.50,0.21,-,-,0,-,-,,-,-,-,-,"American Fork, UT, US",22,"6' 2""",175,JR,8,Brigham Young University,BYU,BYU,BBC
Ike Shirey,Tarleton State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tarleton-st.svg,SS,9.81,7.29,150,1.26,1.22,0.05,-,-,0,-,-,,-,-,-,-,"Dale, OK, US",0,"5' 10""",170,SR,2,Tarleton State University,TAR,Tarleton State,BBC
Michael Gupton,Memphis|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/memphis.svg,CF,9.81,-,0,-,-,-,-,9.81,268,-,-,,-,-,-,-,"Raleigh, NC, US",0,"5' 9""",175,SR,1,University of Memphis,MEM,Memphis,BBC
Jackson LaLima,Houston|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/houston.svg,3B,9.78,8.83,113,0.19,-,0.02,0.74,-,0,-,-,,-,-,-,-,"Bradenton, FL, US",20,"6' 1""",195,SO,51,University of Houston,HOU,Houston,BBC
Luke Anderson,BYU|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/byu.svg,2B,9.77,7.67,117,0.63,1.40,0.08,-,-,0,-,-,,-,-,-,-,"Santa Clara, UT, US",22,"5' 10""",185,SR,11,Brigham Young University,BYU,BYU,BBC
Zach Justice,San Diego State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-diego-st.svg,C,9.76,0.29,4,0.00,-,-0.76,0.00,-,0,-,9.51,912,1.00,-0.28,0.00,-0.28,"Bend, OR, US",21,"6' 1""",210,R-SO,36,San Diego State University,SDSU,San Diego State,BBC
Cole Raile,VMI|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/vmi.svg,C,9.75,0.08,2,0.11,-0.04,-,0.23,-,0,-,3.53,929,5.91,0.79,-0.86,-0.07,"Radnor, OH, US",0,"6' 0""",215,JR,19,Virginia Military Institute,VMI,VMI,BBC
Cole Cramer,TCU|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tcu.svg,2B,9.75,8.91,93,0.63,0.50,-0.29,-,-,0,-,-,,-,-,-,-,"Arlington, WA, US",23,"6' 1""",190,GRAD,7,Texas Christian University,TCU,TCU,BBC
Jake Ogden,Miami|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/miami-fl.svg,2B,9.74,7.18,129,1.23,1.27,0.06,-,-,0,-,-,,-,-,-,-,"Homestead, FL, US",22,"6' 0""",195,SR,4,University of Miami,MIA,Miami,BBC
Brett Griffiths,Ball State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ball-st.svg,SS,9.73,7.81,129,0.89,1.00,0.03,-,-,0,-,-,,-,-,-,-,"West Sacramento, CA, US",0,"6' 0""",167,SR,3,Ball State University,BALL,Ball State,BBC
Webb Watson,Memphis|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/memphis.svg,LF,9.72,-,0,-,-,-,-,5.84,86,3.89,-,,-,-,-,-,"North Little Rock, AR, US",0,"6' 0""",210,R-FR,12,University of Memphis,MEM,Memphis,BBC
Owen Hull,North Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-carolina.svg,CF,9.72,-,0,-,-,-,-,9.24,211,0.47,-,,-,-,-,-,"Alexandria, VA, US",0,"6' 4""",215,JR,8,University of North Carolina,UNC,North Carolina,BBC
Landon Akers,Bellarmine|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bellarmine.svg,SS,9.71,8.98,135,0.01,0.63,0.09,-,-,0,-,-,,-,-,-,-,"Louisville, KY, US",21,"6' 1""",198,R-SO,5,Bellarmine University,BU,Bellarmine,BBC
Tommy Farmer IV,UC Irvine|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-irvine.svg,CF,9.71,-,0,-,-,-,-,9.29,162,0.42,-,,-,-,-,-,"Santa Monica, CA, US",22,"6' 3""",205,JR,2,UC Irvine,UCI,UC Irvine,BBC
Abbrie Covarrubias,USC|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-california.svg,2B,9.71,7.83,120,0.23,1.60,0.04,-,-,0,-,-,,-,-,-,-,"Anaheim, CA, US",22,"6' 0""",187,JR,7,University of Southern California,USC,USC,BBC
Manny Garza,Tennessee Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tennessee-tech.svg,C,9.70,0.10,1,0.00,-0.04,0.01,0.16,-,0,-,6.37,904,2.04,0.43,0.62,1.05,"Rio Grande City, TX, US",23,"5' 10""",205,SR,4,Tennessee Technological University,TNTC,Tennessee Tech,BBC
Evan Rogers,New Orleans|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-orleans.svg,2B,9.70,6.94,142,0.79,1.86,0.11,-,-,0,-,-,,-,-,-,-,"Brandon, MS, US",0,"6' 1""",175,R-JR,4,University of New Orleans,UNO,New Orleans,BBC
Luke Gallo,Boston College|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/boston-college.svg,3B,9.68,9.02,113,0.89,-0.04,0.11,-0.30,-,0,-,-,,-,-,-,-,"Shrewsbury, MA, US",0,"5' 10""",185,FR,14,Boston College,BC,Boston College,BBC
Landon Penfield,College of Charleston|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/col-of-charleston.svg,3B,9.65,8.95,92,0.29,-,0.02,0.38,-,0,-,-,,-,-,-,-,"Blythewood, SC, US",19,"6' 1""",190,SO,16,College of Charleston,COFC,College of Charleston,BBC
Drew Culbertson,Michigan|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/michigan.svg,SS,9.65,7.95,162,0.92,0.67,0.10,-,-,0,-,-,,-,-,-,-,"Greenwood, IN, US",21,"6' 0""",174,JR,8,University of Michigan,MICH,Michigan,BBC
Ty Barrango,Coastal Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coastal-caro.svg,SS,9.64,8.38,145,0.41,0.74,0.10,-,-,0,-,-,,-,-,-,-,"San Mateo, CA, US",22,"5' 11""",160,R-SR,10,Coastal Carolina University,CCAR,Coastal Carolina,BBC
Dean West,UCLA|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ucla.svg,LF,9.63,-,0,-,-,-,-,6.26,132,3.37,-,,-,-,-,-,"Woodland Hills, CA, US",21,"5' 10""",180,JR,36,UCLA,UCLA,UCLA,BBC
Jon Legrande,St. John's|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-johns-ny.svg,CF,9.63,-,0,-,-,-,-,9.63,214,-,-,,-,-,-,-,"Bronx, NY, US",22,"5' 8""",175,SR,9,St. John's University (NY),SJU,St. John's,BBC
Bryce Fowler,Alabama|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/alabama.svg,CF,9.63,-,0,-,-,-,-,8.67,210,0.96,-,,-,-,-,-,"Madison, MS, US",23,"6' 2""",190,R-SR,9,University of Alabama,ALA,Alabama,BBC
Chris Bear,Maine|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maine.svg,SS,9.61,9.27,98,0.31,0.00,0.03,-,-,0,-,-,,-,-,-,-,"West Roxbury, MA, US",0,"6' 1""",190,SR,13,University of Maine,ME,Maine,BBC
Trey Fenderson,Pittsburgh|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pittsburgh.svg,2B,9.60,6.96,152,1.17,1.39,0.08,-,-,0,-,-,,-,-,-,-,"Spanish Fort, AL, US",22,"6' 0""",175,R-JR,1,University of Pittsburgh,PITT,Pittsburgh,BBC
Brando Leroux,Florida Atlantic|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fla-atlantic.svg,SS,9.59,8.02,163,0.46,0.98,0.14,-,-,0,-,-,,-,-,-,-,"Markham, Ontario, CAN",23,"5' 7""",165,GRAD,5,Florida Atlantic University,FAU,Florida Atlantic,BBC
Dante DeFranco,VCU|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/vcu.svg,SS,9.59,7.25,148,1.40,0.83,0.11,-,-,0,-,-,,-,-,-,-,"Hillsborough, NC, US",26,"5' 10""",185,GRAD,8,Virginia Commonwealth University,VCU,VCU,BBC
Slade McCloud,Tarleton State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tarleton-st.svg,2B,9.59,6.90,143,0.94,2.02,-0.27,-,-,0,-,-,,-,-,-,-,"Robinson, TX, US",0,"6' 0""",190,SR,17,Tarleton State University,TAR,Tarleton State,BBC
